Baseline-weight-decay-5e-4, 0.3255600527108434|0.4247458584337349|0.4471009036144578|0.4595961972891566|0.47046780873493976|0.477527296686747|0.4795510165662651|0.4857163027108434|0.4887754141566265|0.491199171686747|0.4931052334337349|0.4963761295180723|0.4979527484939759|0.4988234186746988|0.501929593373494|0.5032473644578314|0.5037179969879518|0.5025178840361446|0.5056711219879518|0.5037415286144579|0.5038591867469879|0.5052240210843374|0.5064006024096386|0.5093185240963856|0.5043768825301205|0.5079301581325302|0.5098597515060241|0.5085184487951807|0.508800828313253|0.506800640060241|0.5077654367469879|0.5097185617469879|0.5093185240963856|0.507836031626506|0.5083772590361446|0.5095773719879518|0.5108010165662651|0.5109657379518072|0.5075301204819277, 1.8749087864445901|1.6004313125856786|1.5440469282824911|1.517759849679167|1.4957697247476536|1.4792682924163933|1.4675940578151625|1.4563704309996777|1.4473968336580534|1.4430041322374607|1.4368875707612978|1.4325698659200587|1.4275233504342977|1.423396509682547|1.4203174553899394|1.4170931686494428|1.4139364922082411|1.4133813242056912|1.411208943102947|1.411522578345791|1.4088128169549041|1.4075899475219895|1.406147994137446|1.4057259373659063|1.4058020638985484|1.405151826292968|1.4033585459340674|1.4024175888606332|1.4011596537369395|1.4009427858528412|1.3990866117411966|1.3993953402565389|1.3984842544032543|1.3983106138971229|1.3994069901335433|1.3999341329503023|1.3979943980029885|1.3990801397156527|1.3988127615441055, 0.4125333333333333|0.4468|0.46213333333333334|0.46386666666666665|0.46653333333333336|0.468|0.4686666666666667|0.4766666666666667|0.4768|0.4744|0.46973333333333334|0.47173333333333334|0.4824|0.4789333333333333|0.4822666666666667|0.48386666666666667|0.4826666666666667|0.48173333333333335|0.4802666666666667|0.48746666666666666|0.48146666666666665|0.48|0.48546666666666666|0.4864|0.47933333333333333|0.4808|0.4844|0.4932|0.48346666666666666|0.4844|0.48413333333333336|0.4828|0.48893333333333333|0.4804|0.47933333333333333|0.48733333333333334|0.48133333333333334|0.4792|0.474, 1.6399797688176774|1.5487767510863042|1.5158274190839567|1.5020378733227362|1.499303313140711|1.489973786547296|1.4902860403746965|1.478439482810156|1.4765467707040365|1.4786935112306339|1.4921799698053944|1.478614352067361|1.4704013370429534|1.4703803502922757|1.4631618273979274|1.4589860031606199|1.4688090810172305|1.4622566162651978|1.4632916221689916|1.4539909874970705|1.4584049575230862|1.475302270313457|1.469108671819413|1.4592064458960194|1.4623930683407165|1.4627529932317413|1.4520110495434007|1.4474768348746345|1.4525111437162501|1.4569093907178459|1.4538944019793303|1.4508410931547815|1.4491094894509047|1.4623869876261353|1.4636095046561755|1.465015910185554|1.4659016323990814|1.468596029857625|1.4758052203954826, 1.4520065859981093, 0.486, 0.08772778511047363
Baseline-weight-decay-1e-4, 0.3036521084337349|0.42347515060240964|0.47496234939759036|0.5079772213855421|0.5284967996987951|0.5467808734939759|0.5607821912650602|0.5696300828313253|0.5809723268072289|0.5920086596385542|0.5969032379518072|0.6058687876506024|0.6095397213855421|0.6173757530120482|0.6235410391566265|0.6277767319277109, 1.9320524894562672|1.5946883741211655|1.45847206548605|1.3709641949027405|1.310123501900674|1.265120999135202|1.2289731365920942|1.1998148713359862|1.1739398695433796|1.1475251108474749|1.1276068018714291|1.1062421409053909|1.0919788876284038|1.0755477695012026|1.0567712052359457|1.0457517354194632, 0.39586666666666664|0.43133333333333335|0.44893333333333335|0.46053333333333335|0.466|0.472|0.4765333333333333|0.4726666666666667|0.4693333333333333|0.4764|0.4716|0.47733333333333333|0.47733333333333333|0.4782666666666667|0.4788|0.47386666666666666, 1.674040282919954|1.5699925877924494|1.5181361791228036|1.503788843269326|1.4974366499380398|1.4990811826698627|1.5054856005864659|1.5052180809218492|1.5199040283155782|1.517263855615112|1.535606617827756|1.5401873131963528|1.544871874850177|1.5599968646746751|1.5640602653364175|1.5726070602119593, 1.5587811338699964, 0.4769, 0.18301081657409668
Baseline-weight-decay-5e-5, 0.3014871987951807|0.4234986822289157|0.4768684111445783|0.5122129141566265|0.5428275602409639|0.5635824548192772|0.5804310993975904|0.5932087725903614|0.6075865963855421|0.6217996987951807|0.6282003012048193|0.6366010918674698|0.6450254141566265|0.6535438629518072|0.6608621987951807, 1.9204968977755292|1.5940784778721062|1.453469975325491|1.353846446223931|1.2781996517985075|1.2196582016508204|1.1696374916223673|1.1312330164397892|1.0936402541443553|1.060104562267619|1.0397655941346085|1.0107004130700392|0.9860014859523966|0.9643829166677174|0.944200849480614, 0.3894666666666667|0.43733333333333335|0.4524|0.458|0.4612|0.46213333333333334|0.4518666666666667|0.4604|0.4550666666666667|0.452|0.44813333333333333|0.4536|0.45493333333333336|0.4594666666666667|0.45293333333333335, 1.6783917813065663|1.5640417193996519|1.5278455123904864|1.5222981421532318|1.5346117185771309|1.5608461063886587|1.594060933626887|1.608991357598276|1.6445458407215283|1.6687807480758436|1.6857960937895609|1.6912131912757637|1.7088751522877452|1.7108172653009839|1.7201342957368184, 1.7345460576328133, 0.4539, 0.08313703536987305
Baseline-droprate-0.3, 0.23623399849397592|0.3342902861445783|0.37269390060240964|0.39937876506024095|0.42152202560240964|0.4454772213855422|0.4616199171686747|0.4774331701807229|0.4944465361445783|0.5067771084337349|0.5179310993975904|0.5293439382530121|0.5414862575301205|0.5486634036144579|0.5619117093373494|0.5681005271084337|0.5797016189759037, 2.0941725962540843|1.8060518039155606|1.7037965647217266|1.6276087119577907|1.563486762863006|1.4974997349457566|1.4514584837533637|1.4079771408810495|1.3653990044138948|1.323368184324851|1.2876006488795606|1.2592439741568366|1.2256260579395295|1.196856071392567|1.1673005837462522|1.1467357496750628|1.1215845081267737, 0.338|0.38053333333333333|0.402|0.4165333333333333|0.4248|0.4312|0.43066666666666664|0.43866666666666665|0.4392|0.43506666666666666|0.44133333333333336|0.4358666666666667|0.44106666666666666|0.4437333333333333|0.44466666666666665|0.44026666666666664|0.43546666666666667, 1.8049804492307628|1.694217154529622|1.631901190345379|1.6026957983410428|1.5836479556496048|1.5738160059472097|1.5823347569336275|1.5759569694180844|1.591669552184384|1.6132012342537405|1.6353208358908655|1.6581967552881385|1.6700817221376476|1.7003580018555444|1.7204284682173216|1.751993864219716|1.7774152277850968, 1.7870724808347997, 0.4365, 0.08172106742858887
Baseline-droprate-0.5, 0.1939476656626506|0.2611304593373494|0.2892272213855422|0.31080572289156627|0.32786615210843373|0.34205572289156627|0.3536803463855422|0.36518731174698793|0.3790003765060241|0.3855421686746988|0.39817865210843373|0.4050498870481928|0.41752164909638556|0.42514589608433734|0.4357586596385542|0.43980609939759036|0.4501364834337349|0.45620764307228917|0.4637612951807229, 2.1971159597671073|1.9433708971271408|1.8621941851006778|1.8085522535841063|1.7547587455992772|1.7117309832187269|1.67521858628051|1.637077801725534|1.6011128620322885|1.5704495407724153|1.5409150201543698|1.5153607374458886|1.4818908229670589|1.4555658779376979|1.4281965277309898|1.4107178429438691|1.3885383799299924|1.3729589725542675|1.3490781988252896, 0.27386666666666665|0.33026666666666665|0.35026666666666667|0.3648|0.3798666666666667|0.388|0.388|0.39413333333333334|0.3934666666666667|0.3974666666666667|0.40213333333333334|0.40453333333333336|0.4052|0.40826666666666667|0.40813333333333335|0.40546666666666664|0.4026666666666667|0.40213333333333334|0.4068, 1.9120781754512837|1.8026820268898798|1.7461538203412896|1.7078216727011843|1.6782564092202243|1.6605261742375548|1.6469748724838378|1.6401922218097849|1.6455813624121038|1.6447545361282208|1.6517327257653214|1.6626531707559993|1.672772528873711|1.6907068069327442|1.7108783197439368|1.7234371482480286|1.7351870986255238|1.7665893861354127|1.7846978344655875, 1.7642020916164871, 0.4135, 0.1938333511352539
Baseline-droprate-0.7, 0.1359422063253012|0.1726515436746988|0.1988187123493976|0.21430252259036145|0.2215973268072289|0.22682134789156627|0.2326101280120482|0.24279932228915663|0.24654085090361447|0.24917639307228914|0.25101185993975905|0.2613893072289157|0.2659073795180723|0.2718844126506024|0.27906155873493976|0.2846620858433735|0.2882859563253012|0.29087443524096385|0.29685146837349397|0.3006871234939759|0.303699171686747|0.3106410015060241|0.3187358810240964, 2.359461787224134|2.177262940114874|2.0885193819753365|2.0366441840184457|1.9989266757670778|1.9780390523074667|1.947741760447686|1.9249873448753219|1.9027679439288672|1.882772109798194|1.8666801867415723|1.845884766002117|1.8226803588506617|1.8025076386664376|1.7823184351269745|1.7647273197968343|1.7472977808994334|1.7304985195458793|1.7143543064214808|1.699062392206605|1.6813762205952472|1.6670742887336738|1.6517430437061464, 0.19053333333333333|0.23546666666666666|0.2552|0.27066666666666667|0.27373333333333333|0.26813333333333333|0.2852|0.2928|0.29613333333333336|0.30093333333333333|0.29786666666666667|0.30293333333333333|0.2866666666666667|0.3062666666666667|0.3268|0.3152|0.318|0.3121333333333333|0.3072|0.328|0.32466666666666666|0.3369333333333333|0.31866666666666665, 2.1657981832753572|2.0181500630339135|1.9349308597270192|1.898385262209227|1.868050610639621|1.8523244757003634|1.8256399673853663|1.813951098793332|1.8051595346292428|1.797943816774882|1.7918022997912078|1.7876533640070948|1.793668857756185|1.7950900691628793|1.8041673459784027|1.8142639994304393|1.8153867702404425|1.8411670905287414|1.8577049015344813|1.8694702797358538|1.892062035963089|1.903308687619842|1.9124074035516945, 1.9065315512651262, 0.3275, 0.07870697975158691
Baseline-lr-0.1, 0.29772213855421686|0.4248635165662651|0.4792921686746988|0.5210608057228916|0.5541698042168675|0.5847609186746988|0.6080572289156626|0.6320830195783133|0.6490963855421686|0.6675451807228916|0.6846997364457831|0.7007247740963856|0.7143025225903614|0.725550640060241|0.7404696912650602, 1.951145602025419|1.6119647449420844|1.4610792968064534|1.3497055680620353|1.256525144525471|1.1773254943333755|1.1079630051783969|1.0452123525370784|0.9904146199370286|0.9364976023259481|0.8907407558298176|0.846723913697674|0.8053148723704749|0.7697379098985999|0.7314314260230238, 0.3894666666666667|0.42333333333333334|0.4438666666666667|0.4458666666666667|0.45026666666666665|0.4492|0.4504|0.4472|0.44266666666666665|0.4448|0.4417333333333333|0.438|0.43906666666666666|0.43866666666666665|0.4348, 1.7045827840585388|1.6072123260927156|1.5743359713595906|1.5732606960012263|1.596755093138905|1.626536186576942|1.6753296697683913|1.731170298618677|1.7859310916258904|1.8508690261854284|1.9109756504472681|1.976962769251553|2.0310205709116422|2.0859672091316996|2.164184738862008, 2.136667926163577, 0.4277, 0.09271478652954102
Baseline-lr-0.01, 0.16931005271084337|0.25924792921686746|0.3109233810240964|0.3432558358433735|0.3687405873493976|0.388671875|0.40681475903614456|0.42356927710843373|0.43910015060240964|0.4527249623493976|0.46684393825301207|0.4809393825301205|0.49628200301204817|0.5086361069277109|0.5191547439759037|0.5314617846385542|0.5423569277108434|0.5545463102409639|0.5650414156626506|0.5766660391566265|0.5893731174698795|0.5986916415662651|0.6090455572289156, 2.36940849619|2.0355933839189064|1.905310304687952|1.8186364702800288|1.7527481597964587|1.6976667496248201|1.6488976686767256|1.6047301724348808|1.5639449745154448|1.5257414792083328|1.489257594292178|1.4542094478974663|1.4203810584603267|1.3875377907734925|1.3554337559546852|1.323994691035374|1.2931780546787177|1.262913932836072|1.233284680790976|1.2039564429261196|1.1755692138056546|1.1473288446338676|1.1197483740284817, 0.22746666666666668|0.27373333333333333|0.3128|0.3352|0.346|0.3562666666666667|0.3685333333333333|0.3774666666666667|0.3832|0.39|0.3930666666666667|0.3934666666666667|0.3950666666666667|0.39826666666666666|0.4009333333333333|0.40053333333333335|0.4026666666666667|0.40013333333333334|0.39973333333333333|0.3993333333333333|0.3996|0.3973333333333333|0.39786666666666665, 2.1339241936982507|1.9878889372587778|1.9029539203430799|1.8469569724993553|1.8072787963428147|1.777246702347054|1.7541533124736453|1.7375024873910687|1.725571652230809|1.7172683529220738|1.7131193214262443|1.7120307067796845|1.7122912612887513|1.7151631632280904|1.7193575060851867|1.7246831546191486|1.732267978038684|1.7425163230725722|1.753323603809584|1.7654323603704105|1.7798439868914726|1.7952879984177086|1.812030553907102, 1.7599246203067338, 0.4026, 0.09372401237487793
Baseline-lr-0.001, 0.10824548192771084|0.13373023343373494|0.15067300451807228|0.16648625753012047|0.17935805722891565|0.19055911144578314|0.2004659262048193|0.20907850150602408|0.21820877259036145|0.2278332078313253|0.2360222138554217|0.24381118222891565|0.2522355045180723|0.25957737198795183|0.26713102409638556|0.2746846762048193|0.28188535391566266|0.28795651355421686|0.29494540662650603|0.3020284262048193|0.3075583584337349|0.31214702560240964|0.3175828313253012|0.32271272590361444|0.32748964608433734|0.33221950301204817|0.3364081325301205|0.34007906626506024|0.3440323795180723|0.34751506024096385|0.3510212725903614|0.3545510165662651|0.3584572665662651|0.3621282003012048|0.3658932605421687|0.36909356174698793|0.37252917921686746|0.37582360692771083|0.3788121234939759|0.3815653237951807|0.38394201807228917|0.38669521837349397|0.38956607680722893|0.39234280873493976|0.39495481927710846|0.39754329819277107|0.400390625|0.40319088855421686|0.4057793674698795|0.40839137801204817|0.41128576807228917|0.41399190512048195|0.41599209337349397|0.4185570406626506|0.42086314006024095|0.42288685993975905|0.42483998493975905|0.42721667921686746|0.4289344879518072|0.4307699548192771|0.4332643072289157|0.43573512801204817|0.4377117846385542|0.43942959337349397|0.4415003765060241|0.44338290662650603|0.44575960090361444|0.44740681475903615|0.4493364081325301|0.4510542168674699|0.45288968373493976|0.4548663403614458|0.45658414909638556|0.4579489834337349|0.4595256024096386|0.4612198795180723|0.4632906626506024|0.4652202560240964|0.46698512801204817|0.46875|0.4708678463855422|0.47267978162650603|0.474609375|0.47599774096385544|0.4771743222891566|0.47858621987951805|0.4800687123493976|0.48141001506024095|0.4830336972891566|0.48442206325301207|0.486328125|0.48830478162650603|0.4895519578313253|0.4912697665662651|0.49275225903614456|0.4948465737951807|0.49611728162650603|0.49698795180722893|0.4987528237951807|0.5003059111445783, 2.8621521510324897|2.61230857827437|2.4760505262169246|2.3901603271508014|2.3290239750075075|2.2814897466288153|2.2421344946754824|2.2084338990016423|2.1787242726487475|2.1519373880354298|2.1274171527095307|2.104651188472306|2.0831189623521063|2.0625545895118544|2.0427817104719437|2.023654003984173|2.005216578020574|1.9874828622454528|1.9703651042931813|1.9538964061874384|1.938048758121897|1.9228420896365384|1.9083713030681684|1.8946453276976096|1.8815840815121767|1.8691086773978203|1.8572023111601437|1.8458074595221161|1.834842455505545|1.8243042079084522|1.814167591716838|1.8044238382388356|1.795029321240981|1.7859488318364811|1.7771541950801841|1.7686038555304215|1.7602984980441743|1.7522295908151648|1.7443710485542567|1.7366965118736113|1.7292226396206407|1.7219243301769083|1.714784576813842|1.707790571429303|1.7009438945048558|1.6942415012094765|1.687668904690756|1.6812058168677417|1.6748727714066756|1.6686529710814024|1.6625323849427491|1.6565124059148262|1.6505819900805427|1.6447316572207935|1.6389792336723605|1.6333040659049063|1.6277074201525479|1.6221848939058177|1.6167296940464244|1.6113195752111817|1.6059681381046098|1.600663806057118|1.5954172541150287|1.590220601929983|1.585054547522989|1.57993999874044|1.5748699048400074|1.569837351625118|1.5648432194722446|1.5598882599222665|1.554979894611049|1.5501141066502184|1.5452768029994892|1.5404757113070005|1.535709658428068|1.5309735817650294|1.5262827233851177|1.5215951369780887|1.5169390648701626|1.512317681495411|1.5077361795959185|1.5031794953045035|1.4986561993745184|1.4941659226499098|1.48970027976221|1.4852493430284055|1.4808284887216596|1.4764220201023242|1.472040737440912|1.4676854940412298|1.4633417279272178|1.4590255194218709|1.4547413355299867|1.4504771120465463|1.4462312003431843|1.441998825450645|1.4377850894638604|1.4335688628422374|1.4293576266930674|1.425172595608966, 0.11466666666666667|0.1356|0.14893333333333333|0.16413333333333333|0.1748|0.1824|0.19173333333333334|0.2004|0.20906666666666668|0.21666666666666667|0.22186666666666666|0.228|0.23346666666666666|0.2404|0.24746666666666667|0.252|0.25533333333333336|0.2596|0.2644|0.2697333333333333|0.27453333333333335|0.278|0.28346666666666664|0.28786666666666666|0.2925333333333333|0.29386666666666666|0.29773333333333335|0.3012|0.304|0.3078666666666667|0.31106666666666666|0.31293333333333334|0.3156|0.31826666666666664|0.3224|0.3233333333333333|0.3244|0.3273333333333333|0.32853333333333334|0.33053333333333335|0.3312|0.3333333333333333|0.3352|0.3370666666666667|0.3389333333333333|0.3412|0.3424|0.34386666666666665|0.34413333333333335|0.3448|0.3449333333333333|0.34746666666666665|0.34826666666666667|0.3506666666666667|0.3512|0.3529333333333333|0.35346666666666665|0.35373333333333334|0.3545333333333333|0.356|0.3572|0.35733333333333334|0.35773333333333335|0.3582666666666667|0.35906666666666665|0.36173333333333335|0.362|0.36346666666666666|0.36466666666666664|0.3658666666666667|0.3661333333333333|0.36693333333333333|0.36733333333333335|0.36746666666666666|0.3684|0.3696|0.36973333333333336|0.37106666666666666|0.3718666666666667|0.3721333333333333|0.37266666666666665|0.37306666666666666|0.37346666666666667|0.374|0.37306666666666666|0.3728|0.3722666666666667|0.3722666666666667|0.3722666666666667|0.3725333333333333|0.3725333333333333|0.37266666666666665|0.37293333333333334|0.37346666666666667|0.3737333333333333|0.37453333333333333|0.3758666666666667|0.3758666666666667|0.3756|0.3758666666666667, 2.7349535546826282|2.5688937245463026|2.4721370983705806|2.407905569916386|2.360067216166763|2.3216792583780848|2.289765725919222|2.261742757961592|2.2366987431847054|2.2139343960231437|2.1928476732991466|2.173008933217147|2.1540027446343326|2.135579406580802|2.1179220958698046|2.1008127625718798|2.0843624903215763|2.0683970197261914|2.053002065965191|2.0383935940432956|2.0243660442476616|2.0110264806577622|1.9984897183878003|1.9867408285690418|1.9756290158416423|1.9651024946618505|1.9552093453366783|1.9458899878284168|1.9371250705439143|1.9287981844664395|1.9209355109086221|1.9134733610996315|1.9064190182209206|1.8997621055314171|1.8934217729147342|1.8873859562898865|1.881629634132471|1.8761466670688727|1.8709227912016442|1.865926061780543|1.8611293189495053|1.8565085403687982|1.852057672418297|1.8477799585335708|1.843704780791155|1.8397854466626098|1.8360294523618728|1.832441657920991|1.8290117944863304|1.8257069446190772|1.8225387779572326|1.8194918843492847|1.8165720456488927|1.8137661351969128|1.8110497292882002|1.8084360098656163|1.805912640194055|1.8034956795720054|1.8011939203619343|1.7989497774674168|1.7967888611673983|1.794720277898602|1.7927200035362512|1.7907586238017146|1.7888807213451332|1.7871529745106847|1.785476695190977|1.783859498111601|1.782285912529757|1.7808073068107853|1.7793689960102532|1.7780360128809114|1.7767918112550396|1.7756057299688148|1.7745114970596847|1.7734642320080087|1.7724734237022808|1.771534444294868|1.7706877106880068|1.7698635960861542|1.769054513786043|1.7683228477962294|1.76762737358983|1.7669982461517382|1.7663977946006213|1.765824654319419|1.7653047774269417|1.7648268061453942|1.7643847879306913|1.7639558880731823|1.7635692167487176|1.7631828638803215|1.762887650603875|1.7625978401734184|1.762348905024345|1.762199928365547|1.762100445888385|1.762059038314028|1.761980255304539|1.7619469452656873, 1.732408642555446, 0.3888, 0.09124302864074707
Baseline-hidden-3, 0.3210890436746988|0.4325112951807229|0.4850338855421687|0.5262848268072289|0.5631118222891566|0.5931381777108434|0.6200348268072289|0.6432134789156626|0.6652155496987951|0.6829348644578314|0.6970303087349398|0.7106315888554217|0.725574171686747|0.7381635918674698|0.7467291039156626, 1.8840370811636395|1.5747755613368015|1.4358103429830837|1.3255111185029447|1.2305558253806022|1.1495296759033526|1.0773839261115672|1.0139521292124785|0.9592465741245955|0.9092507922870148|0.8626109676101175|0.8229444794949845|0.7819680677098038|0.7497114771647568|0.7166512527168108, 0.39986666666666665|0.4298666666666667|0.44853333333333334|0.4576|0.46253333333333335|0.46813333333333335|0.4673333333333333|0.464|0.464|0.4649333333333333|0.4624|0.46213333333333334|0.4624|0.45786666666666664|0.45613333333333334, 1.662971148945551|1.5683793436220266|1.5296857889350821|1.52324288516077|1.5414294577422925|1.5698159639047002|1.6068393138797352|1.6513008542380183|1.6964898640452117|1.756257211676936|1.8124825585768263|1.8613394766145333|1.921078142550677|1.977006398705747|2.0256841447754503, 2.0249953504899896, 0.456, 0.06651687622070312
